%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
lừa của 6:1	lừa ngân:1	lừa ngân hàng:1	lừa nhiều:1	lừa nhiều tiền:1	lừa quà:1	lừa quà hàng:1	lừa tiền:2	lừa tiền các:1	lừa tiền những:1
lừa tình:2	lừa tình tiền:1	lừa tình trên:1	lừa đảo:8	lừa đảo NULL:1	lừa đảo chiếm:2	lừa đảo cả:1	lừa đảo gạt:2	lừa đảo người:1	lừa đảo trên:1
lực:3	lực lượng:2	lực lượng truy:1	lực lượng điều:1	lực pháp:1	lực pháp luật:1	m&a:1	m&a speculation:1	m.:6	m. goldberg:1
m. huntsman:2	m. machold:1	m. salem:1	m. wheat:1	m.d.c.:1	m.d.c. holdings:1	m2:1	m2 version:1	ma:1	ma lâm:1
ma lâm huyện:1	mabon:1	mabon nugent:1	mac:3	mac 's:1	mac and:1	mac posted:1	macarthur:1	macarthur demanded:1	macdonald:2
macdonald NULL:1	macdonald of:1	machelle:1	machelle parks:1	machinery:1	machinery plans:1	machines:4	machines and:1	machines corp.:1	machines which:1
machines yesterday:1	machinists:9	machinists ':1	machinists also:1	machinists and:1	machinists is:1	machinists longtime:1	machinists still:1	machinists union:3	machold:1
machold director:1	macinnis:3	macinnis a:1	macinnis he:1	macinnis who:1	macmillan:6	macmillan NULL:1	macmillan and:1	macmillan has:1	macmillan inc.:1
macmillan said:1	macmillan will:1	macy:1	macy &:1	mad:1	mad rush:1	made:32	made NULL:2	made a:3	made by:2
made for:4	made from:1	made health:1	made higher:1	made it:2	made its:1	made june:1	made last:1	made money:1	made much:1
made my:2	made no:1	made sense:1	made such:1	made the:1	made them:1	made through:1	made under:1	made up:2	madrid:2
madrid and:1	madrid last:1	mae:2	mae 9:1	mae posted:1	magazine:20	magazine advertisements:1	magazine as:1	magazine boys:1	magazine business:1
magazine first:1	magazine for:2	magazine had:1	magazine has:1	magazine includes:1	magazine is:3	magazine just:1	magazine like:1	magazine rather:1	magazine said:1
magazine was:1	magazine will:2	magazines:1	magazines do:1	magistrate:1	magistrate in:1	magnate:1	magnate and:1	magnified:1	magnified 80:1
magnitude:1	magnitude said:1	mahler:1	mahler NULL:1	mai:1	mai phục:1	mai phục trên:1	mail:1	mail NULL:1	mailed:2
mailed and:1	mailed to:1	mailing:1	mailing lists:1	main:5	main competitor:1	main divisions:1	main issues:1	main reason:1	main white:1
maine:9	maine NULL:1	maine power:3	maine regulators:2	maine said:1	maine to:1	maine utility:1	mainframes:1	mainframes NULL:1	mainly:8
mainly because:3	mainly been:1	mainly by:1	mainly from:1	mainly residential:1	mainly through:1	mainstream:1	mainstream america:1	maintain:5	maintain 90:1
maintain or:1	maintain orderly:1	maintain that:1	maintain the:1	maintenance:3	maintenance NULL:1	maintenance facilities:1	maintenance on:1	major:69	major banks:3
major barometer:1	major blue-chip:2	major brokerage:3	major carriers:1	major cities:1	major clients:1	major concerns:1	major corporations:1	major crack:1	major currencies:1
major customers:1	major deterrent:1	major dishwasher:1	major elements:1	major environmental:1	major european:1	major expansion:1	major gains:1	major hurdle:1	major index:1
major indexes:2	major injuries:1	major institutional:1	major institutions:1	major integrated:1	major investment:1	major investors:1	major issues:2	major labor:1	major lobbying:1
major market:6	major markets:2	major midwest:1	major money:2	major new:1	major options:2	major processors:1	major product:1	major rights:1	major sellers:1
major source:1	major steelmakers:3	major stock:1	major stocks:1	major supplier:1	major supply:1	major u.s.:4	major wall:1	majority:9	majority employee:1
majority of:6	majority stake:1	majority whip:1	majors:1	majors johnson:1	make:42	make a:9	make an:1	make another:1	make any:1
make certain:2	make everybody:1	make housewives:1	make interest:1	make it:7	make markets:1	make matters:1	make men:1	make money:1	make of:1
make one:1	make steel:1	make the:2	make them:2	make trades:1	make up:3	make way:1	make wishes:1	make you:1	maker:23
maker 's:1	maker NULL:1	maker american:1	maker and:1	maker based:1	maker is:1	maker of:11	maker that:3	maker which:1	maker will:1
maker with:1	makers:17	makers NULL:3	makers and:1	makers are:2	makers have:1	makers here:1	makers how:1	makers hyundai:1	makers in:2
makers is:1	makers plan:1	makers to:3	makes:11	makes 145:1	makes a:1	makes budget-priced:1	makes computer-room:1	makes infrared:1	makes laser:1
makes no:1	makes one:1	makes sense:1	makes some:1	makes them:1	makeup:2	makeup and:1	makeup professionals:1	making:20	making a:4
making bids:1	making decisions:1	making electro-optical:1	making flat-rolled:1	making its:1	making life:1	making matters:1	making money:2	making the:4	making these:1
making up:1	making variations:1	makro:2	makro chain:1	makro inc:1	malaysia:5	malaysia and:2	malaysia falling:1	malaysia kiện:1	malaysia kiện hàng:1
malaysia để:1	malaysia để lọt:1	males:2	males NULL:1	males and:1	maligned:1	maligned analysts:1	man:9	man NULL:1	man as:1
man credited:1	man curled:1	man hours:2	man in:2	man told:1	manage:3	manage regatta:1	manage the:1	manage these:1	manageable:1
manageable NULL:1	managed:2	managed plants:1	managed with:1	management:33	management NULL:2	management and:3	management at:2	management co.:1	management company:1
management considered:1	management decisions:1	management department:1	management division:1	management equity:1	management firms:1	management in:3	management institute:1	management lbos:1	management longtime:1
management of:1	management or:1	management overstated:1	management professor:1	management proposals:1	management said:2	management tactics:1	management team:2	management to:1	management who:1
manager:19	manager NULL:1	manager at:3	manager barry:1	manager expects:1	manager for:3	manager in:2	manager john:1	manager of:3	manager points:1
manager robert:1	manager roger:1	manager says:1	managers:20	managers and:3	managers are:1	managers at:1	managers continued:1	managers have:1	managers he:1
managers ltd.:1	managers of:2	managers said:1	managers say:1	managers says:1	managers sneak:1	managers to:1	managers were:1	managers who:1	managers will:1
managers you:1	manages:3	manages 10:1	manages NULL:1	manages duty-free:1	managing:5	managing director:3	managing partner:2	managua:1	managua on:1
mandate:1	mandate a:1	mang:7	mang hận:1	mang hận vì:1	mang thai:1	mang thai và:1	mang theo:1	mang theo di:1	mang tên:3
mang tên lan:1	mang tên võ:2	mang về:1	mang về đối:1	manh:1	manh mối:1	manh mối duy:1	manhattan:4	manhattan corp.:2	manhattan federal:1
manhattan real-estate:1	manila:1	manila seoul:1	manner:2	manner as:1	manner which:1	manners:2	manners and:1	manners like:1	mannesmann:1
mannesmann ag:1	manning:1	manning the:1	manpower:8	manpower 's:1	manpower NULL:1	manpower and:1	manpower in:1	manpower inc:1	manpower name:2
manpower plc:1	mansion:1	mansion has:1	manual:1	manual typewriters:1	manufacture:2	manufacture NULL:1	manufacture and:1	manufactured:2	manufactured and:1
manufactured homes:1	manufacturer:2	manufacturer of:1	manufacturer went:1	manufacturers:1	manufacturers of:1	manufacturing:6	manufacturing and:2	manufacturing concern:1	manufacturing industries:1
manufacturing moderately:1	manufacturing operations:1	many:77	many also:1	many arbitragers:1	many as:6	many bankers:1	many big:1	many brokerage:2	many businesses:1
many buyers:1	many cases:1	many chains:1	many clients:1	many companies:2	many employees:1	many employers:1	many energy:1	many experts:1	many firms:1
many foreign:1	many fund:1	many funds:1	many futures:1	many high-technology:1	many i860:1	many individual:1	many institutions:2	many investors:4	many issues:1
many loans:1	many major:1	many market:3	many minds:1	many occasions:1	many of:5	many options:2	many other:2	many paintings:1	many people:1
many real-estate:1	many securities:1	many shares:2	many skittish:1	many small:3	many smaller:1	many south:1	many stock:1	many stocks:1	many the:1
many tourists:1	many traders:2	many u.s.:1	many ventures:1	many ways:2	many went:1	mar:1	mar calif.:1	marble:2	marble lobby:1
marble tables:1	marc:1	marc l.:1	march:12	march 18:1	march 1988:1	march 1989:2	march 28:1	march 30:1	march 31:2
march NULL:1	march contract:1	march for:1	march price:1	marched:2	marched steadily:1	marched through:1	marching:1	marching band:1	marcus:1
marcus an:1	margaret:1	margaret thatcher:1	margin:3	margin fell:1	margin house:1	margin in:1	margined:1	margined investments:1	margins:4
margins NULL:2	margins also:1	margins to:1	margo:1	margo mcglade:1	marine:1	marine systems:1	marines:3	marines and:1	marines he:1
marines under:1	mark:6	mark b.:1	mark bachmann:1	mark declines:1	mark mcgwire:1	mark of:1	mark on:1	marked:3	marked the:2
marked up:1	market:326	market 's:21	market 8.40:1	market NULL:37	market activity:2	market acts:1	market agrees:1	market ai:1	market already:1
market although:1	market and:10	market apart:1	market are:1	market as:2	market at:2	market avoided:1	market barometer:1	market based:1	market because:1
market before:1	market bounced:1	market but:2	market by:1	market close:1	market closed:7	market comfortably:1	market conditions:3	market continued:1	market could:1
market crash:5	market cropped:1	market data:2	market debacle:2	market decline:2	market declined:1	market did:3	market down:2	market driven:1	market drop:1
market dropped:2	market effectively:1	market en:1	market erosion:1	market excesses:1	market expectations:1	market experts:1	market fell:1	market firmed:1	market first:1
market fluctuating:1	market following:1	market for:7	market found:1	market friday:1	market fund:1	market funds:4	market gained:1	market go:1	market goes:1
market had:1	market has:6	market he:1	market here:1	market higher:1	market hovered:1	market in:4	market including:1	market index:4	market into:1
market is:11	market it:1	market leader:2	market looking:1	market loss:1	market lost:1	market makers:4	market might:1	market mr.:1	market mrs.:1
market observers:1	market officials:1	market one:1	market opened:4	market or:3	market orderly:2	market participants:1	market performance:1	market plunge:5	market plunges:1
market position:1	market prices:1	market probably:1	market professionals:2	market provided:1	market rallied:1	market rebounded:2	market recouped:1	market recovered:2	market recovers:1
market regained:1	market reining:1	market research:1	market retained:1	market reviving:1	market rose:1	market sagged:1	market said:3	market says:3	market seemed:1
market seems:1	market sends:1	market sensed:1	market should:1	market shut:1	market situation:1	market slide:2	market stabilized:2	market statistics:1	market strategist:2
market strategists:1	market strengthened:1	market surged:1	market system:1	market takes:1	market test:1	market that:3	market the:6	market these:1	market through:1
market to:6	market today:1	market too:1	market transactions:1	market turmoil:2	market turned:1	market uncertainty:1	market up:1	market upheaval:1	market value:5
market was:10	market weakened:1	market went:2	market whether:1	market which:1	market while:1	market who:1	market will:5	market with:2	market worked:1
market would:1	market yesterday:3	market-share:1	market-share loss:1	marketing:20	marketing NULL:1	marketing agreed:1	marketing and:2	marketing at:1	marketing campaign:1
marketing communications:1	marketing concern:1	marketing director:2	marketing directors:1	marketing employees:1	marketing enhanced:1	marketing executives:1	marketing for:2	marketing operations:1	marketing research:1
marketing strategies:1	marketing t-max:1	marketplace:4	marketplace and:2	marketplace had:1	marketplace than:1	markets:77	markets NULL:11	markets agreed:1	markets also:1
markets and:4	markets are:4	markets as:2	markets be:1	markets because:1	markets been:1	markets can:1	markets closed:1	markets during:1	markets experienced:1
markets for:1	markets from:1	markets had:2	markets helped:1	markets in:2	markets index:1	markets japan:1	markets led:1	markets malaysia:1	markets move:1
markets opening:1	markets operate:1	markets products:1	markets rallied:1	markets rally:1	markets reacted:1	markets rebounded:1	markets recovered:1	markets reminds:1	markets report:1
markets said:1	markets should:1	markets stopped:1	markets that:1	markets the:1	markets though:1	markets to:1	markets were:5	markets where:2	markets which:1
markets will:4	markets with:3	markets world-wide:1	markets yesterday:2	marks:6	marks 133.4:1	marks 642.2:1	marks a:1	marks each:1	marks off:1
marks to:1	marley:1	marley 's:1	married:1	married with:1	mars:1	mars NULL:1	marshal:1	marshal of:1	marshall:7
marshall 's:4	marshall came:1	marshall figured:1	marshall had:1	mart:15	mart 's:3	mart agreed:1	mart and:2	mart based:1	mart ca:1
mart closed:1	mart corp.:1	mart has:1	mart is:1	mart spokesman:1	mart subsidiary:1	mart tested:1	martek:1	martek corp.:1	martha:1
martha hesse:1	martin:3	martin allday:1	martin selig:1	martin zimet:1	martinsville:1	martinsville phillies:1	marveled:2	marveled NULL:1	marveled giant:1
marvin:2	marvin davis:2	marxist:1	marxist rule:1	marxist-dominated:1	marxist-dominated swapo:1	mary:2	mary farrell:2	maryland:1	maryland department:1
masato:1	masato murakami:1	mask:1	mask cuts:1	mason:2	mason president:1	mason university:1	mass:5	mass NULL:2	mass emigration:1
mass merchandisers:1	mass transit:1	mass.:6	mass. company:1	mass. for:1	mass. office-supplies:1	mass. provider:1	mass. says:1	mass. will:1	massachusetts:1
massachusetts in:1	massage:19	massage NULL:7	massage advocates:1	massage also:1	massage as:1	massage chair:2	massage has:1	massage is:2	massage no:1
massage people:1	massage the:1	massage therapists:1	massages:7	massages are:2	massages began:1	massages ended:1	massages last:1	massages should:1	massages were:1
massaging:1	massaging a:1	masse:1	masse NULL:1	masses:1	masses NULL:1	masseur:2	masseur in:1	masseur whose:1	masseurs:2
masseurs have:1	masseurs prefer:1	masseuse:4	masseuse says:1	masseuse to:1	masseuse who:1	masseuse won:1	massive:2	massive scale:1	massive structures:1
master:3	master 's:1	master limited:1	master on:1	masterpieces:1	masterpieces he:1	masters:6	masters appreciated:1	masters as:1	masters just:1
masters roughly:1	masters which:1	masters whom:1	match:3	match buyers:1	match kodak:1	match the:1	matches:1	matches a:1	material:1
material and:1	materials:5	materials and:1	materials fell:1	materials for:1	materials marketing:1	materials with:1	matt:1	matt williams:1	matter:5
matter NULL:1	matter flights:1	matter he:1	matter how:1	matter of:1	matters:3	matters close:1	matters worse:2	mattia:1	mattia preti:1
mattis:1	mattis a:1	mattress:1	mattress and:1	mature:3	mature april:1	mature as:1	mature jan.:1	matured:1	matured in:1
maturities:1	maturities NULL:1	maturity:3	maturity NULL:1	maturity greater:1	maturity to:1	maximum:4	maximum for:1	maximum liquidity:1	maximum opening:1
maximum permissible:1	maxus:3	maxus an:1	maxus energy:1	maxus said:1	maxwell:3	maxwell chairman:1	maxwell communication:1	maxwell communications:1	may:52
may agree:1	may also:1	may balk:1	may be:11	may benefit:1	may break:1	may but:2	may decide:1	may dismantle:1	may encourage:1
may grow:1	may have:10	may help:1	may indeed:1	may just:1	may last:1	may lose:1	may never:1	may not:1	may now:1
may put:1	may require:1	may richstone:1	may see:1	may seem:1	may take:4	may think:1	may want:1	may well:1	maybe:8
maybe after:1	maybe another:1	maybe it:1	maybe the:1	maybe there:1	maybe they:2	maybe twice:1	mayor:2	mayor norman:1	mayor of:1
mazda:1	mazda motor:1	mazzone:1	mazzone will:1	mccall:1	mccall thinks:1	mccaw:6	mccaw cellular:1	mccaw has:1	mccaw proposal:2
mccaw to:1	mccaw would:1	mcchicken:1	mcchicken sandwich:1	mcclatchy:2	mcclatchy newspapers:1	mcclatchy publishes:1	mccraw:3	mccraw says:2	mccraw who:1
mcdonald:3	mcdonald 's:3	mcglade:2	mcglade of:2	mcgowan:1	mcgowan president:1	mcgrath:1	mcgrath head:1	mcgwire:2	mcgwire 's:1
mcgwire the:1	mcmanus:1	mcmanus NULL:1	mcnamee:2	mcnamee wcrs:1	mcnamee wcrs\/boston:1	mcvities:1	mcvities biscuits:1	md.:1	md. company:1
me:11	me a:1	me great:1	me he:2	me if:2	me of:1	me sort:1	me the:1	me to:1	me xã:1
me xã nghĩa:1	meager:1	meager 9.29:1	meagher:1	meagher &:1	mean:3	mean and:1	mean ol':1	mean that:1	meanest:1
meanest ghost:1	meaning:2	meaning that:2	meaningless:1	meaningless statement:1	means:11	means branching:1	means central:1	means committee:2	means extra:1
means it:1	means layoffs:1	means of:1	means plan:1	means the:1	means which:1	meant:3	meant that:1	meant to:2	meanwhile:15
meanwhile a:2	meanwhile about:1	meanwhile agency:1	meanwhile as:1	meanwhile citicorp:1	meanwhile congress:1	meanwhile cwa:1	meanwhile japanese:1	meanwhile mr.:1	meanwhile nbc:1
meanwhile peter:1	meanwhile say:1	meanwhile some:1	meanwhile there:1	measurable:1	measurable improvements:1	measure:4	measure drew:1	measure of:2	measure was:1
measures:2	measures NULL:1	measures to:1	meat:1	meat prices:1	mechanism:2	mechanism NULL:1	mechanism that:1	medal:1	medal he:1
medalist:1	medalist florence:1	medellin:1	medellin street:1	media:7	media and:1	media company:1	media executives:1	media manager:1	media of:1
media she:1	media treatment:1	mediation:1	mediation NULL:1	mediator:2	mediator said:1	mediator who:1	medical:5	medical and:2	medical association:1
medical costs:1	medical ultrasound:1	medicine:2	medicine &:1	medicine NULL:1	medicis:1	medicis ':1	mediocre:1	mediocre year:1	medium:6
medium NULL:1	medium and:4	medium term:1	medium-size:1	medium-size niche:1	medusa:1	medusa corp.:1	meese:1	meese was:1	meet:13
meet a:1	meet redemptions:1	meet that:1	meet the:6	meet this:1	meet tomorrow:1	meet with:1	meet withdrawal:1	meeting:14	meeting NULL:3
meeting after:1	meeting friday:1	meeting in:2	meeting is:1	meeting last:1	meeting monday:1	meeting on:1	meeting or:1	meeting outside:1	meeting with:1
meets:1	meets the:1	megadrop:1	megadrop in:1	megawatts:3	megawatts of:1	megawatts starting:2	mellon:1	mellon or:1	meltdown:1
meltdown in:1	member:8	member headed:1	member of:4	member said:1	member seat:1	member seats:1	members:16	members NULL:2	members a:1
members approved:1	members build:1	members disapproved:1	members employed:1	members of:4	members remain:1	members repeatedly:1	members that:1	members were:1	members will:1
membership:6	membership fees:1	membership is:1	membership on:1	membership warehouse:2	membership warehouse-club:1	memories:2	memories of:2	memotec:11	memotec closed:1
memotec created:1	memotec data:1	memotec if:1	memotec is:1	memotec said:3	memotec stock:1	memotec upon:1	memotec will:1	men:6	men 's:4
men and:1	men who:1	menswear:1	menswear through:1	mention:3	mention at:1	mention galleries:1	mention the:1	mentioned:1	mentioned in:1
menu:1	menu by:1	menus:1	menus of:1	merc:4	merc banned:1	merc reopened:1	merc spokesman:1	merc to:1	mercantile:4
mercantile exchange:4	merchandise:4	merchandise and:1	merchandise stores:1	merchandise trade:2	merchandisers:1	merchandisers like:1	merchant:1	merchant banking:1	merck:3
